Id,SalePrice
1786,162307.52
1787,162245.5
1788,56236.77
1789,92413.43
1790,68461.69
1791,171348.75
1792,178931.62
1793,144021.59
1794,149493.75
1795,142633.1
1796,135478.17
1797,123138.0
1798,109438.83
1799,108579.3
1800,131537.5
1801,109397.24
1802,148850.14
1803,152978.5
1804,125199.5
1805,140445.25
1806,119280.32
1807,139688.0
1808,125114.12
1809,122179.83
1810,145400.5
1811,80855.52
1812,107203.62
1813,116478.5
1814,90595.43
1815,60562.44
1816,95557.76
1817,126268.5
1818,145747.5
1819,122812.12
1820,57388.11
1821,120028.5
1822,152906.55
1823,64006.22
1824,133873.02
1825,138573.0
1826,102715.0
1827,118916.5
1828,139315.0
1829,114585.52
1830,149502.75
1831,150417.02
1832,101719.58
1833,145035.75
1834,133872.71
1835,135749.41
1836,131635.3
1837,103445.0
1838,128659.0
1839,83984.43
1840,152065.42
1841,116521.59
1842,96679.86
1843,121066.18
1844,137147.5
1845,150090.0
1846,152080.5
1847,197699.0
1848,59444.55
1849,109692.5
1850,113844.83
1851,151368.54
1852,120172.71
1853,126832.25
1854,164198.57
1855,159008.85
1856,219335.25
1857,156837.69
1858,144647.38
1859,118173.05
1860,161853.5
1861,125773.26
1862,271274.35
1863,271276.19
1864,271276.19
1865,365038.5
1866,323063.52
1867,233711.58
1868,302156.18
1869,207386.56
1870,229632.0
1871,256734.27
1872,170168.38
1873,256759.6
1874,140767.84
1875,188329.6
1876,181174.5
1877,198888.45
1878,209605.0
1879,135678.0
1880,131356.5
1881,240136.52
1882,257579.39
1883,190183.65
1884,205431.5
1885,231932.5
1886,280444.2
1887,189549.97
1888,272435.23
1889,165950.9
1890,124439.5
1891,129274.0
1892,112069.5
1893,136884.46
1894,119376.5
1895,147097.0
1896,122565.71
1897,127973.42
1898,121239.13
1899,159485.02
1900,161170.52
1901,173993.69
1902,163609.87
1903,215416.75
1904,132212.42
1905,181359.0
1906,143481.85
1907,235273.77
1908,112382.5
1909,136694.5
1910,124007.21
1911,213649.99
1912,289065.33
1913,155385.5
1914,63692.0
1915,297661.27
1916,62134.44
1917,252784.08
1918,128948.0
1919,162497.17
1920,159938.0
1921,404376.85
1922,318266.14
1923,249301.96
1924,225676.0
1925,224771.0
1926,409371.71
1927,130220.18
1928,160256.26
1929,118075.13
1930,136866.0
1931,138822.7
1932,137258.5
1933,168672.45
1934,162877.6
1935,172239.92
1936,186339.65
1937,172825.41
1938,168384.12
1939,249484.06
1940,197423.45
1941,173827.22
1942,182957.8
1943,197601.86
1944,327887.83
1945,388562.11
1946,161238.53
1947,301041.52
1948,177890.08
1949,235802.05
1950,173043.4
1951,273785.6
1952,235038.73
1953,171093.84
1954,193673.5
1955,141475.0
1956,284850.78
1957,160657.07
1958,286060.68
1959,147275.0
1960,105159.36
1961,119319.33
1962,90986.29
1963,99682.0
1964,109640.5
1965,140813.47
1966,143402.64
1967,309093.32
1968,412641.19
1969,366439.16
1970,407046.91
1971,505971.9
1972,388298.66
1973,280084.52
1974,309669.04
1975,557838.21
1976,281509.87
1977,398990.28
1978,305927.01
1979,311199.57
1980,185329.57
1981,341774.71
1982,236873.74
1983,198209.5
1984,169496.6
1985,207235.98
1986,215955.68
1987,185653.84
1988,173735.8
1989,190452.9
1990,217099.75
1991,234162.33
1992,215185.68
1993,167157.38
1994,237819.49
1995,177194.69
1996,279059.4
1997,291771.21
1998,311442.77
1999,276910.68
2000,313072.11
2001,273631.25
2002,236517.58
2003,257550.81
2004,285571.17
2005,223807.07
2006,220978.0
2007,248061.84
2008,208896.28
2009,188291.15
2010,193220.0
2011,149550.43
2012,169258.76
2013,166920.76
2014,183136.6
2015,203402.83
2016,179932.72
2017,191922.45
2018,109952.25
2019,131408.71
2020,116210.5
2021,111481.24
2022,177021.8
2023,137038.37
2024,271572.09
2025,399636.2
2026,172598.08
2027,168715.0
2028,162677.85
2029,172970.98
2030,268030.9
2031,245887.23
2032,253518.9
2033,257086.03
2034,171132.82
2035,214995.59
2036,205806.35
2037,194546.13
2038,307318.07
2039,240520.46
2040,403707.5
2041,285841.02
2042,207172.6
2043,173121.17
2044,185996.32
2045,213922.2
2046,151327.16
2047,140508.46
2048,138530.0
2049,138166.0
2050,174751.58
2051,107642.0
2052,130166.0
2053,144419.0
2054,75150.93
2055,148119.34
2056,136247.75
2057,125174.0
2058,196789.8
2059,137171.09
2060,169175.97
2061,167595.23
2062,130911.24
2063,123585.0
2064,126626.0
2065,111598.8
2066,169623.33
2067,130108.25
2068,138587.25
2069,79696.36
2070,97526.0
2071,92237.0
2072,135715.5
2073,129284.0
2074,167898.43
2075,149660.1
2076,112734.16
2077,142396.26
2078,129391.5
2079,136635.0
2080,116057.68
2081,123388.71
2082,118844.82
2083,149733.0
2084,110657.0
2085,123323.0
2086,113543.5
2087,105047.38
2088,110966.5
2089,88935.71
2090,136947.14
2091,115132.32
2092,126357.5
2093,150924.5
2094,120319.33
2095,165524.09
2096,83840.88
2097,98273.43
2098,144284.57
2099,62077.22
2100,95656.54
2101,124485.1
2102,138661.6
2103,100575.76
2104,149397.0
2105,135509.28
2106,67009.0
2107,209368.79
2108,109115.1
2109,110416.44
2110,122435.88
2111,149301.5
2112,136453.0
2113,112832.83
2114,107411.5
2115,152729.5
2116,107412.12
2117,142937.05
2118,120627.04
2119,108152.5
2120,104761.0
2121,80086.0
2122,103086.0
2123,88699.16
2124,171839.05
2125,140161.1
2126,158928.0
2127,153175.5
2128,128364.5
2129,100138.0
2130,128174.45
2131,138199.68
2132,109433.12
2133,115730.71
2134,121042.5
2135,93321.26
2136,74795.43
2137,109806.35
2138,136675.45
2139,143537.23
2140,134492.5
2141,136520.25
2142,133327.58
2143,147215.0
2144,116431.83
2145,133932.83
2146,156542.5
2147,188414.2
2148,130142.51
2149,132488.42
2150,224270.58
2151,122599.54
2152,157116.03
2153,171517.8
2154,104588.5
2155,126715.75
2156,246499.15
2157,226063.02
2158,233233.67
2159,224732.49
2160,173028.78
2161,251872.34
2162,415992.37
2163,355165.64
2164,246815.63
2165,196764.66
2166,149811.0
2167,216640.31
2168,170391.67
2169,192414.3
2170,225735.5
2171,170236.6
2172,152231.0
2173,172630.83
2174,237258.19
2175,302259.74
2176,291274.19
2177,247588.54
2178,217315.5
2179,143910.5
2180,238971.68
2181,190826.9
2182,211562.4
2183,188903.55
2184,130699.08
2185,125116.54
2186,143836.5
2187,131970.25
2188,151032.54
2189,247860.34
2190,67479.36
2191,88257.19
2192,91340.36
2193,109419.0
2194,96072.5
2195,115299.0
2196,118066.5
2197,115064.0
2198,153716.62
2199,173300.37
2200,150048.63
2201,149691.06
2202,193268.45
2203,170450.46
2204,173992.4
2205,133621.5
2206,124535.0
2207,217970.5
2208,231529.28
2209,206447.0
2210,118447.0
2211,113709.0
2212,105688.7
2213,107221.76
2214,142043.88
2215,96771.76
2216,163058.5
2217,64510.11
2218,89243.98
2219,56465.22
2220,59412.1
2221,329328.55
2222,274436.85
2223,249531.49
2224,196391.53
2225,132966.0
2226,164388.06
2227,198997.93
2228,247451.28
2229,274420.54
2230,165999.09
2231,238169.9
2232,177719.72
2233,198939.54
2234,252763.6
2235,228571.74
2236,284031.57
2237,324931.74
2238,206276.5
2239,112659.12
2240,156184.64
2241,150722.65
2242,127804.5
2243,123839.75
2244,97203.86
2245,98186.93
2246,152843.5
2247,106276.0
2248,120339.0
2249,127803.0
2250,129091.72
2251,136721.5
2252,167987.06
2253,165595.09
2254,175130.92
2255,189591.0
2256,175463.12
2257,180130.15
2258,164629.0
2259,171540.96
2260,150660.0
2261,200551.8
2262,213675.18
2263,355007.99
2264,514377.0
2265,173552.23
2266,298876.22
2267,402453.39
2268,423647.93
2269,168676.87
2270,168374.7
2271,241575.59
2272,195441.83
2273,162857.36
2274,168426.52
2275,165759.14
2276,166572.75
2277,169408.54
2278,154356.06
2279,122249.1
2280,110961.38
2281,169474.24
2282,167622.34
2283,103063.93
2284,112682.0
2285,138661.78
2286,133055.5
2287,374913.3
2288,299352.58
2289,369815.68
2290,441342.99
2291,341268.65
2292,441898.89
2293,517881.31
2294,368159.04
2295,532800.31
2296,266375.11
2297,347307.3
2298,360812.94
2299,341850.58
2300,311637.66
2301,322953.64
2302,233892.36
2303,229917.37
2304,248766.53
2305,201791.57
2306,204177.76
2307,199631.68
2308,221305.63
2309,274660.25
2310,224542.27
2311,207858.6
2312,173442.2
2313,173511.22
2314,163448.62
2315,175141.22
2316,194980.3
2317,154048.35
2318,175072.4
2319,168138.87
2320,181173.21
2321,255641.53
2322,174645.47
2323,183522.9
2324,166896.03
2325,223372.5
2326,171115.61
2327,196914.65
2328,219007.74
2329,183131.12
2330,172427.63
2331,352624.03
2332,409810.63
2333,316136.2
2334,278628.33
2335,273440.26
2336,317889.96
2337,188607.5
2338,253818.71
2339,223774.0
2340,437758.62
2341,217723.0
2342,239208.85
2343,226133.75
2344,222476.0
2345,240998.47
2346,222435.5
2347,196989.75
2348,245612.08
2349,170326.88
2350,294417.34
2351,267825.64
2352,248080.62
2353,250314.08
2354,129784.5
2355,153816.6
2356,156911.76
2357,184940.54
2358,190066.05
2359,117637.55
2360,114075.21
2361,133974.0
2362,293754.32
2363,131668.34
2364,158049.02
2365,218145.5
2366,193110.5
2367,226916.03
2368,214460.8
2369,225698.23
2370,168998.68
2371,175010.35
2372,173688.32
2373,274908.94
2374,306809.1
2375,250707.72
2376,307435.73
2377,361298.58
2378,156883.27
2379,235614.75
2380,148756.58
2381,170993.1
2382,186170.77
2383,182347.6
2384,237359.44
2385,153446.04
2386,137147.64
2387,130710.5
2388,105731.0
2389,130205.5
2390,147698.75
2391,139210.2
2392,114028.16
2393,163138.37
2394,148748.0
2395,173501.94
2396,143761.5
2397,194670.95
2398,125503.92
2399,61549.0
2400,59359.22
2401,113837.3
2402,137359.5
2403,139900.25
2404,152881.12
2405,167335.05
2406,138435.2
2407,109885.58
2408,133713.14
2409,129025.0
2410,170467.42
2411,109641.16
2412,159649.08
2413,126910.58
2414,142202.5
2415,135718.95
2416,127319.5
2417,129037.6
2418,118340.92
2419,126015.0
2420,118331.23
2421,145006.28
2422,112907.24
2423,117908.0
2424,138151.52
2425,207891.77
2426,123326.0
2427,139859.35
2428,170757.15
2429,112960.68
2430,135809.29
2431,126071.78
2432,143350.5
2433,142072.5
2434,142807.5
2435,148983.5
2436,104386.5
2437,109867.5
2438,123203.21
2439,112003.18
2440,123396.04
2441,103016.88
2442,99401.8
2443,120335.12
2444,120204.08
2445,91710.79
2446,130825.5
2447,186094.5
2448,143871.0
2449,117520.04
2450,150978.52
2451,127904.13
2452,190326.55
2453,91271.42
2454,106127.7
2455,107141.5
2456,136530.46
2457,116251.5
2458,122054.2
2459,114031.18
2460,133920.25
2461,110258.0
2462,132868.5
2463,120188.08
2464,145157.0
2465,132410.0
2466,114461.76
2467,113224.0
2468,103694.0
2469,110420.24
2470,169198.0
2471,184827.31
2472,165123.1
2473,99293.0
2474,109798.0
2475,199297.78
2476,112197.72
2477,135598.0
2478,154164.5
2479,106849.3
2480,131375.0
2481,130685.5
2482,126510.0
2483,113405.8
2484,126552.21
2485,112593.91
2486,127022.54
2487,170570.62
2488,149971.5
2489,154517.14
2490,121473.5
2491,89008.45
2492,189642.0
2493,147727.75
2494,141879.35
2495,89264.57
2496,234066.16
2497,158005.5
2498,119127.96
2499,88050.29
2500,102765.75
2501,129096.71
2502,142091.5
2503,89254.5
2504,166653.24
2505,214955.9
2506,275488.07
2507,302977.57
2508,273939.93
2509,225262.25
2510,214322.75
2511,186114.2
2512,221887.5
2513,214992.4
2514,257046.4
2515,147145.54
2516,170635.52
2517,139970.5
2518,143789.25
2519,231781.71
2520,225103.36
2521,191523.8
2522,212990.5
2523,138606.5
2524,138435.5
2525,134123.0
2526,150186.0
2527,128021.14
2528,137884.85
2529,119897.0
2530,117969.64
2531,253866.82
2532,238343.35
2533,198610.2
2534,257354.3
2535,293845.96
2536,239787.34
2537,252030.85
2538,152218.15
2539,187566.17
2540,155175.0
2541,170468.65
2542,164704.52
2543,123221.5
2544,117374.97
2545,130295.0
2546,133306.0
2547,122046.0
2548,146337.5
2549,137500.81
2550,295296.83
2551,147378.0
2552,118911.0
2553,84464.65
2554,113659.5
2555,102082.08
2556,99183.0
2557,113340.5
2558,164424.17
2559,162315.52
2560,151408.06
2561,136583.5
2562,147890.59
2563,156265.97
2564,172990.79
2565,153357.5
2566,168941.17
2567,140722.0
2568,203794.45
2569,200648.06
2570,112325.83
2571,170155.34
2572,166893.54
2573,236640.68
2574,347945.76
2575,120329.04
2576,115674.42
2577,157345.5
2578,89917.12
2579,57515.65
2580,111500.25
2581,130456.75
2582,118182.28
2583,320992.94
2584,164641.78
2585,169535.36
2586,205188.13
2587,189649.39
2588,135124.5
2589,148487.54
2590,222404.1
2591,268282.74
2592,235192.13
2593,276857.53
2594,168395.43
2595,234249.56
2596,336532.55
2597,194160.4
2598,276161.31
2599,351872.6
2600,170318.7
2601,134454.0
2602,70262.43
2603,88454.65
2604,86176.5
2605,74378.93
2606,148973.0
2607,176086.2
2608,174858.15
2609,159830.5
2610,118548.54
2611,151114.06
2612,149831.93
2613,128441.5
2614,99738.3
2615,151654.58
2616,148015.75
2617,180159.9
2618,223835.6
2619,193946.3
2620,182403.92
2621,175902.47
2622,181112.6
2623,238583.19
2624,291039.29
2625,290024.02
2626,166049.7
2627,169453.9
2628,506132.96
2629,683562.72
2630,361819.9
2631,509357.55
2632,440939.52
2633,302238.06
2634,414133.58
2635,164487.8
2636,166894.48
2637,195623.3
2638,275000.28
2639,187824.15
2640,148980.52
2641,113567.5
2642,163628.47
2643,96513.0
2644,124065.28
2645,103165.93
2646,92986.29
2647,103554.0
2648,137529.35
2649,145980.02
2650,119049.48
2651,142174.59
2652,460161.98
2653,252776.96
2654,244416.64
2655,416198.51
2656,333976.94
2657,330622.28
2658,289072.2
2659,310339.11
2660,361005.02
2661,347727.15
2662,357875.18
2663,275430.7
2664,284158.74
2665,319772.48
2666,263916.87
2667,171320.4
2668,164559.15
2669,172723.75
2670,273035.24
2671,169578.16
2672,197794.35
2673,206554.05
2674,211178.4
2675,165716.48
2676,185121.97
2677,187532.9
2678,237650.43
2679,277006.6
2680,277220.48
2681,445192.32
2682,312079.73
2683,624557.18
2684,339938.39
2685,357788.84
2686,263682.47
2687,317658.91
2688,242070.7
2689,218470.5
2690,463461.78
2691,190276.5
2692,135143.25
2693,185034.23
2694,146823.5
2695,189865.35
2696,165178.83
2697,177451.81
2698,207331.5
2699,171129.44
2700,154488.06
2701,151630.18
2702,100222.63
2703,124713.75
2704,141305.25
2705,125440.25
2706,97281.3
2707,111481.66
2708,132842.0
2709,117460.38
2710,119778.81
2711,298830.65
2712,409120.66
2713,165678.14
2714,144004.82
2715,166439.28
2716,154116.77
2717,192308.32
2718,217903.8
2719,150482.42
2720,166315.34
2721,132669.48
2722,167443.55
2723,148935.0
2724,129248.5
2725,128455.0
2726,130890.28
2727,163471.07
2728,169061.4
2729,148742.88
2730,139565.0
2731,118613.04
2732,121250.08
2733,162941.5
2734,138297.97
2735,138342.2
2736,137723.3
2737,117467.71
2738,134562.1
2739,150403.09
2740,127326.0
2741,141215.09
2742,159371.0
2743,171249.5
2744,156955.0
2745,139681.25
2746,136330.0
2747,151732.2
2748,124745.25
2749,138994.5
2750,131920.58
2751,133158.0
2752,213767.1
2753,153211.12
2754,193029.75
2755,127267.79
2756,86658.22
2757,79085.9
2758,73159.43
2759,154417.52
2760,135010.5
2761,149904.48
2762,143417.29
2763,172558.36
2764,168639.51
2765,246105.11
2766,131387.5
2767,90037.93
2768,123524.0
2769,147047.19
2770,146457.0
2771,110353.08
2772,111236.76
2773,144519.5
2774,143831.1
2775,131557.5
2776,142882.0
2777,157504.5
2778,110484.37
2779,122409.0
2780,112871.0
2781,99989.0
2782,88106.02
2783,106660.04
2784,123708.0
2785,137185.34
2786,58429.0
2787,115564.0
2788,91500.31
2789,174091.8
2790,90268.43
2791,116160.0
2792,61519.21
2793,140796.18
2794,108983.0
2795,116267.0
2796,102785.0
2797,197802.94
2798,113166.66
2799,97227.76
2800,80276.0
2801,108665.0
2802,137597.69
2803,152522.5
2804,134283.0
2805,102144.93
2806,99286.0
2807,170420.02
2808,176054.5
2809,129232.5
2810,132995.66
2811,164443.5
2812,147478.0
2813,145033.08
2814,151200.05
2815,91430.76
2816,218159.5
2817,144337.0
2818,132367.83
2819,199949.09
2820,135416.0
2821,110041.3
2822,175095.83
2823,260050.77
2824,201103.0
2825,148405.5
2826,131045.0
2827,134580.1
2828,234928.41
2829,164061.04
2830,241087.14
2831,191820.3
2832,242136.33
2833,303731.03
2834,221445.77
2835,220565.75
2836,195253.62
2837,173540.49
2838,138911.5
2839,174553.14
2840,187309.95
2841,202520.5
2842,218334.76
2843,165953.7
2844,170919.72
2845,117816.54
2846,216398.9
2847,199631.8
2848,231560.96
2849,211640.3
2850,287412.29
2851,222407.33
2852,224825.84
2853,241442.58
2854,140514.75
2855,199841.15
2856,218977.88
2857,190912.65
2858,201567.75
2859,125974.75
2860,118298.0
2861,150753.0
2862,177916.25
2863,116763.2
2864,234611.32
2865,138910.9
2866,130408.0
2867,89607.36
2868,114288.4
2869,103036.36
2870,133919.95
2871,97714.81
2872,61831.22
2873,112927.5
2874,135070.0
2875,122961.25
2876,162669.5
2877,148928.5
2878,169666.04
2879,147630.1
2880,111047.38
2881,154109.5
2882,168616.42
2883,174629.98
2884,173631.86
2885,170051.11
2886,237453.85
2887,96653.0
2888,122783.54
2889,64722.0
2890,74542.0
2891,146666.05
2892,58166.11
2893,86729.54
2894,56784.55
2895,367487.46
2896,296861.1
2897,184952.72
2898,149048.04
2899,207841.3
2900,159975.64
2901,215425.37
2902,199449.5
2903,329987.57
2904,378153.84
2905,89751.78
2906,204343.7
2907,113414.5
2908,129233.71
2909,146507.34
2910,60850.69
2911,79734.43
2912,148481.41
2913,86486.43
2914,69076.43
2915,73871.93
2916,74630.86
2917,159956.59
2918,129733.0
2919,199671.03
